'strain','stress'
0.10937,124.28733
0.10723,123.73174
0.12047,124.34655
0.10335,124.35756
0.1199,123.08943
0.12398,123.61818
0.11184,124.55706
0.09654,124.59163
0.09187,124.44766
0.10776,124.865
0.11608,124.32405
0.08937,125.47888
0.10298,124.90935
0.1007,124.35813
0.11002,124.57562
0.1207,124.61908
0.10857,123.86661
0.12227,123.17509
0.10257,124.09469
0.10347,124.36315
0.10376,124.82508
0.10743,125.0489
0.09408,125.0937
0.09362,124.81177
0.10285,124.84824
0.11148,123.96878
0.0971,124.07521
0.11987,123.74264
0.10612,124.31279
0.11883,124.17739
0.1039,124.25504
0.10495,124.39832
0.11782,123.48815
0.11123,123.38278
0.11743,123.06103
0.09995,123.80089
0.10837,124.22972
0.10405,124.67024
0.1055,124.61914
0.1095,124.40712
0.11701,125.35747
0.09425,125.19611
0.09819,124.05779
0.12327,124.22582
0.10064,124.31152
0.09298,124.41938
0.11672,124.54197
0.0952,125.01033
0.11075,124.13167
0.10692,124.93456
0.11219,124.59755
0.10471,124.32431
0.1124,123.51988
0.11142,124.34487
0.0984,123.63835
0.10627,123.49638
0.10329,124.50192
0.10666,124.13317
0.11297,124.79459
0.09778,124.10398
0.0994,125.22945
0.11147,124.96945
0.11246,124.02522
0.1073,123.99584
0.10538,124.30466
0.09904,124.1556
0.11409,123.8848
0.10234,125.04003
0.0999,124.8321
0.11513,124.42759
0.11163,124.27736
0.09533,124.93822
0.11572,125.32563
0.1018,124.308
0.10535,124.29544
0.1218,124.42735
0.09139,125.76125
0.09926,125.18877
0.08842,125.79288
0.1108,124.88775
0.09116,125.62512
0.09796,125.38642
0.09385,125.27888
0.09629,125.19317
0.10054,126.07944
0.09501,125.95351
0.09719,125.46674
0.10186,124.87653
0.09804,124.86117
0.0946,125.13384
0.10838,125.33863
0.10408,125.07653
0.07952,125.87963
0.09146,125.76325
0.1021,125.21118
0.10053,125.46625
0.10687,124.67345
0.09623,125.22264
0.11547,125.06256
0.098,125.06976
0.09887,125.4379
0.09649,125.16639
0.09435,125.35606
0.11028,124.69206
0.10447,124.81455
0.09994,125.64153
0.08216,126.36995
0.08314,125.67261
0.10355,125.77972
0.09741,125.42057
0.11477,125.02865
0.09492,125.30865
0.09101,126.17186
0.09634,125.68907
0.09353,125.66614
0.08822,125.97384
0.09777,126.20107
0.10659,124.90269
0.10137,125.73563
0.0947,125.08578
0.09259,126.03616
0.08565,126.38385
0.09817,125.54906
0.10834,124.78076
0.11729,124.55374
0.09719,124.91622
0.09571,125.55598
0.08996,125.82488
0.09569,126.29447
0.08784,125.01078
0.10562,125.63208
0.1049,124.6899
0.10046,125.25622
0.10638,125.35397
0.0978,125.41934
0.09565,125.02747
0.1035,125.69283
0.096,125.37496
0.10028,125.68169
0.10401,125.0607
0.09203,125.33339
0.10089,125.96948
0.09504,126.39264
0.08405,125.88038
0.08357,126.69409
0.09101,126.41495
0.09013,126.21321
0.10974,124.64378
0.10154,125.00543
0.09142,125.41912
0.08774,125.89901
0.1039,124.90537
0.09197,125.21403
0.07806,125.60722
0.09064,126.27836
0.11046,124.4615
0.10981,124.8149
0.10871,124.96785
0.08494,125.8564
0.09522,126.05757
0.11848,125.47638
0.10647,124.73241
0.09802,125.68792
0.10487,125.62993
0.10176,124.68036
0.1134,124.66603
0.09289,124.39714
0.09708,124.20608
0.10108,125.30704
0.10578,125.32598
0.09484,125.72536
0.09605,125.05632
0.09858,125.63476
0.09549,124.9802
0.0966,125.46728
0.10132,124.39119
0.10136,124.81578
0.09893,125.475
0.10549,125.17284
0.07832,126.24803
0.09128,125.97104
0.10246,125.86148
0.10518,125.52313
0.11512,124.66527
0.09238,125.67098
0.09654,125.45436
0.09365,125.36771
0.08912,125.52392
0.08987,125.73718
0.09441,125.7986
0.09329,125.89286
0.09544,126.31785
0.08345,127.26393
0.09972,125.80637
0.09452,125.38318
0.10517,125.12863
0.09638,125.3753
0.10452,125.75144
0.08999,126.19263
0.09769,125.90473
0.08578,126.77661
0.0853,126.43092
0.08971,125.66142
0.12238,124.62612
0.09492,125.01222
0.10224,124.76378
0.10678,125.87696
0.08486,125.60497
0.11247,124.72195
0.10254,124.71063
0.09566,125.67182
0.09331,125.77813
0.09081,126.64072
0.09573,125.6229
0.09815,125.77151
0.10573,125.56312
0.10614,125.24173
0.08871,126.30489
0.09444,126.63342
0.11694,125.01613
0.13744,124.45211
0.14092,124.52679
0.12892,125.44757
0.12801,125.78609
0.13312,124.93872
0.13923,124.45269
0.1398,124.90249
0.12881,125.44519
0.13626,124.32609
0.124,124.75199
0.12708,125.39491
0.13674,125.22688
0.13974,125.10817
0.13816,124.8044
0.14111,124.6626
0.14403,125.26399
0.14289,124.63543
0.11615,125.73011
0.14035,125.12189
0.13679,125.285
0.11861,125.33273
0.14897,125.20353
0.12884,125.36645
0.13298,124.65469
0.14228,125.5174
0.13,125.36717
0.12657,125.6657
0.12476,126.28038
0.14179,125.50046
0.13532,125.57203
0.12859,125.9631
0.12614,125.6881
0.12615,125.66667
0.13502,125.26304
0.13548,125.30076
0.12317,125.70597
0.12401,125.09994
0.12397,125.54422
0.12688,124.97219
0.13159,125.50594
0.12619,126.21147
0.11563,126.10266
0.14319,124.60624
0.13161,124.97912
0.13236,125.56295
0.12768,125.87163
0.13316,125.91934
0.12228,125.64197
0.13549,126.28679
0.1233,125.79641
0.11934,126.26284
0.11836,126.29203
0.1238,126.12753
0.14491,125.44245
0.12077,125.13922
0.12523,125.74477
0.11677,127.15911
0.12351,126.72688
0.11954,126.43812
0.126,126.26024
0.11261,127.03131
0.13209,126.70296
0.09788,127.51071
0.12071,126.6721
0.13068,125.69344
0.13333,125.80764
0.14008,125.78267
0.13141,125.30724
0.12751,125.73995
0.11954,125.91889
0.12859,125.6763
0.1223,126.06416
0.11703,125.85105
0.11274,126.15487
0.13273,125.97061
0.13891,125.07538
0.12882,125.67185
0.12691,125.22987
0.13785,125.23314
0.12537,126.43066
0.1337,126.40416
0.11228,126.75055
0.10974,126.11969
0.11264,127.0171
0.12615,126.17567
0.11985,126.77684
0.13409,125.82107
0.10944,126.76121
0.13429,126.20247
0.12944,126.4933
0.12913,125.077
0.14545,126.07219
0.12133,125.54967
0.12344,124.90437
0.15295,125.66057
0.14529,125.56356
0.13267,125.72682
0.14634,124.64287
0.14359,124.83028
0.14171,124.96203
0.13225,125.32811
0.12648,125.77964
0.13725,124.94968
0.13212,125.97687
0.14089,125.85366
0.13227,125.73883
0.13382,125.92696
0.1302,126.23325
0.11335,126.61135
0.11979,126.15666
0.12357,125.80692
0.1221,126.0181
0.13296,125.73863
0.10854,126.39403
0.11325,126.11271
0.13158,125.91306
0.1295,126.44439
0.11753,126.37846
0.13129,126.38081
0.11883,126.52886
0.11825,126.97918
0.11843,126.79543
0.12808,126.63469
0.11275,126.08645
0.13002,126.50075
0.11259,127.04507
0.11555,126.2339
0.12928,126.01638
0.11443,126.58813
0.12233,126.40642
0.13298,126.87645
0.11839,126.68346
0.12522,126.11567
0.11731,126.42624
0.12086,126.10308
0.13342,126.21245
0.1247,126.11255
0.11605,126.46669
0.13078,126.13763
0.12891,125.45267
0.12248,125.66633
0.12052,126.83124
0.11554,125.8464
0.12283,126.11743
0.12496,126.18897
0.1232,125.69533
0.13592,125.87524
0.11992,125.76266
0.12904,125.83582
0.12373,126.06435
0.13145,125.75115
0.1246,126.19575
0.12658,126.34873
0.12389,126.42833
0.10961,126.96693
0.12412,127.00939
0.13125,126.84764
0.11702,126.46209
0.10982,126.05432
0.12579,126.43345
0.11627,126.64798
0.11788,125.91232
0.12876,126.15958
0.10772,126.66952
0.12499,126.2107
0.11206,127.26491
0.10537,126.92056
0.13379,125.95401
0.13001,126.03
0.13027,125.68019
0.11786,126.18868
0.12836,126.38837
0.12056,126.62136
0.11343,127.52983
0.11912,127.62652
0.12377,126.56981
0.1161,127.2173
0.12867,127.11427
0.11237,127.43364
0.12356,126.53169
0.11008,127.56102
0.1068,126.56375
0.13691,126.3179
0.12285,126.75589
0.12334,125.89705
0.13201,126.59561
0.12529,126.49381
0.10957,127.20366
0.1187,126.56989
0.11537,126.59215
0.131,126.93118
0.12219,127.01856
0.1284,126.53472
0.11611,126.36256
0.12084,127.39773
0.11096,126.85858
0.13166,126.31516
0.12317,126.85396
0.13354,126.16009
0.12125,126.49665
0.11955,126.66744
0.12593,126.94258
0.11541,126.97022
0.12292,126.76542
0.13008,125.67606
0.11638,127.09487
0.13215,126.22408
0.12518,126.22024
0.11463,126.273
0.11929,126.40737
0.11558,127.35851
0.10308,127.7359
0.13042,127.04795
0.11467,126.64812
0.11225,126.91257
0.13886,126.58058
0.11596,126.96709
0.12263,126.24655
0.12313,126.38964
0.12778,126.32304
0.11655,127.466
0.13112,126.95006
0.11712,127.47308
0.12363,127.37491
0.11738,126.66053
0.12414,126.55586
0.11377,126.42157
0.12714,126.38403
0.10983,126.25403
0.12254,126.3132
0.11792,126.09416
0.12913,126.40844
0.12606,126.96024
0.12275,126.39
0.12595,126.27986
0.11162,126.75534
0.12143,126.11594
0.11545,126.49155
0.11747,126.94769
0.11674,127.13674
0.10577,128.05389
0.11173,127.46481
0.12069,127.14515
0.11341,126.59046
0.12113,127.79385
0.10575,127.72157
0.11041,127.94447
0.11072,127.46741
0.12408,126.84336
0.11565,127.6565
0.12384,126.87814
0.12336,127.11781
0.11198,127.6944
0.1218,127.15969
0.11556,126.80463
0.12847,126.27262
0.12437,126.35112
0.10514,126.94842
0.11583,126.64487
0.1107,126.41654
0.13826,126.71929
0.13641,127.23912
0.14885,127.14375
0.14679,126.81523
0.13888,127.13835
0.13798,127.12837
0.1491,127.48272
0.14905,126.77675
0.13358,127.66344
0.14414,126.8631
0.14449,127.13586
0.13132,127.51873
0.14495,127.51707
0.147,126.67036
0.1513,126.69607
0.14837,127.24563
0.14567,127.42095
0.14742,126.86989
0.14345,126.58316
0.13373,127.90027
0.13372,128.31854
0.13587,127.79635
0.15002,127.02367
0.12476,127.28787
0.14226,126.96956
0.14777,127.82717
0.12662,128.03156
0.12919,127.10186
0.13537,127.62523
0.12633,127.70706
0.13648,127.18151
0.14748,126.83443
0.13271,126.69131
0.13602,126.61836
0.14083,127.08533
0.15669,126.52781
0.15491,126.67944
0.14888,126.23142
0.13752,126.70921
0.15574,126.74035
0.14797,126.75453
0.12894,127.03382
0.13423,127.28563
0.14987,126.37714
0.13578,127.67379
0.13956,127.66693
0.12727,127.32541
0.13606,127.74771
0.14209,127.32637
0.13955,126.58658
0.13349,127.63
0.15002,126.89632
0.13649,127.9899
0.13697,127.52872
0.13641,127.2462
0.1385,127.33379
0.14794,127.00635
0.13404,127.6529
0.14565,126.93509
0.13621,126.78896
0.13909,126.52808
0.14842,126.80719
0.14319,126.97066
0.15142,126.82937
0.13131,126.88222
0.12712,127.61538
0.15143,126.24257
0.13907,126.87734
0.14234,126.46531
0.14097,126.70323
0.14066,126.36587
0.15902,126.23449
0.14244,126.89647
0.14196,126.23949
0.13891,126.311
0.1387,127.14457
0.15145,126.83742
0.14323,126.91364
0.12919,127.22627
0.14197,127.31184
0.14671,127.38407
0.13559,127.17026
0.13725,127.3628
0.13553,126.6748
0.15007,126.37535
0.1406,126.15391
0.14243,126.49152
0.14393,126.80137
0.13529,126.97269
0.13756,127.53097
0.13722,127.89235
0.12756,126.4357
0.14717,126.84308
0.13618,127.26712
0.13016,127.82343
0.14515,127.27442
0.12878,127.07552
0.14423,126.58713
0.15581,127.37559
0.13438,127.03279
0.13782,127.36477
0.14744,127.2924
0.13572,126.8674
0.1469,126.46939
0.1261,127.39276
0.16148,126.6607
0.12577,127.40946
0.13491,126.72383
0.1477,127.08186
0.1426,126.44902
0.1533,127.20225
0.14301,126.64705
0.12567,127.3333
0.13964,127.75412
0.14179,127.06358
0.14051,127.73416
0.15765,126.7275
0.13218,127.66708
0.14123,126.84877
0.13722,126.84134
0.14375,127.73663
0.15587,127.19554
0.14443,126.95489
0.14223,127.1508
0.15036,127.56671
0.13365,127.34919
0.13983,127.76886
0.13101,128.03485
0.14341,127.36515
0.13808,126.19745
0.16123,126.6007
0.14805,127.09819
0.13297,126.93534
0.1522,126.90033
0.15068,126.86795
0.13536,127.74297
0.14707,127.15404
0.14363,127.23853
0.1366,127.46731
0.14295,127.42115
0.13188,127.53375
0.13449,127.65408
0.13448,127.59814
0.13917,126.66202
0.13485,127.05851
0.15929,125.88745
0.14325,127.53215
0.14702,126.89456
0.13985,127.36194
0.13965,127.55794
0.13061,127.6251
0.15034,126.81797
0.14169,127.06634
0.14664,126.39675
0.13439,127.3819
0.13351,126.70105
0.14754,127.24435
0.15055,126.93634
0.13512,126.40142
0.13676,126.97293
0.13133,127.78826
0.13083,127.96595
0.13434,128.19578
0.14479,126.10442
0.14612,127.11342
0.13289,127.88106
0.12223,128.53966
0.14228,126.88191
0.13819,127.65208
0.12736,127.80786
0.13714,127.61781
0.14134,127.59203
0.1367,127.18422
0.12903,127.71805
0.15295,126.69591
0.13584,127.75361
0.14542,126.95963
0.13441,127.6447
0.12922,127.92249
0.12309,127.93041
0.12728,128.53126
0.12436,128.17859
0.13483,128.02279
0.13689,128.24227
0.13362,127.38019
0.13217,128.25574
0.14112,127.6138
0.13681,128.25163
0.1341,128.06335
0.13552,127.87685
0.13815,127.51091
0.15497,126.90495
0.13457,127.69841
0.14172,127.12735
0.14176,127.41432
0.13748,127.6921
0.13075,128.17806
0.13452,127.3565
0.13732,127.16452
0.1271,127.34256
0.14364,127.43908
0.13819,127.50853
0.14283,127.29645
0.13424,126.97616
0.14956,126.75582
0.14253,127.04567
0.13459,127.64653
0.13455,126.63667
0.14405,127.79092
0.13962,127.38078
0.1457,127.22432
0.13144,127.59919
0.12361,128.31089
0.13321,127.87277
0.13029,127.41209
0.14072,127.03371
0.13697,128.23613
0.1301,127.97136
0.12839,128.67805
0.13374,128.57743
0.14376,128.07436
0.12684,127.96039
0.13061,128.5348
0.13644,128.40158
0.12835,128.40905
0.13287,128.15186
0.14197,128.78308
0.13825,128.34293
0.12121,128.00909
0.13812,128.63144
0.11938,128.39562
0.12291,128.69078
0.11652,129.16579
0.13027,128.62575
0.12327,129.39569
0.12714,128.63573
0.13278,127.96035
0.13545,127.91782
0.13396,127.69431
0.13121,128.6191
0.12601,128.71839
0.13115,128.85292
0.12628,128.46077
0.12366,128.50934
0.13062,129.14387
0.12239,130.04933
0.12929,128.61248
0.12927,128.30562
0.13591,128.13555
0.14499,127.94941
0.12671,128.47117
0.13097,128.87154
0.12884,128.78662
0.13031,127.72754
0.13852,128.05825
0.15716,127.74192
0.13981,128.43779
0.12097,128.49333
0.12715,128.22927
0.1451,128.2885
0.13129,128.54288
0.164,128.38085
0.15845,128.27638
0.17057,127.25249
0.15568,128.21601
0.16173,127.84327
0.15547,128.09584
0.16309,128.44173
0.14683,128.6369
0.15451,128.07183
0.15919,128.90408
0.15472,128.1263
0.16463,127.58705
0.15414,128.27566
0.1739,127.8958
0.14221,128.652
0.15402,127.85619
0.15607,128.67147
0.14589,128.92605
0.15146,128.9889
0.14542,128.53222
0.15036,128.55554
0.17132,128.36056
0.14075,129.51172
0.13701,129.01046
0.1616,129.05469
0.14972,128.72885
0.14414,129.54805
0.16627,128.40731
0.16047,128.44798
0.14624,128.64528
0.15982,128.37334
0.15244,128.50653
0.16151,128.68822
0.14333,128.32356
0.15742,128.26836
0.15987,128.09132
0.15583,128.91455
0.14462,128.83913
0.15258,128.50275
0.1513,128.67566
0.13103,129.06055
0.14387,129.02174
0.16287,128.54784
0.13793,129.34945
0.14644,128.99214
0.14933,128.81041
0.15285,128.90729
0.1519,129.074
0.14595,129.16631
0.15665,129.01168
0.1567,128.6388
0.14676,128.80463
0.13297,129.6361
0.16668,129.01007
0.14983,128.36842
0.1549,128.4356
0.15666,128.813
0.14922,129.50647
0.14685,129.08382
0.14495,129.44244
0.1446,129.30383
0.146,129.72555
0.14757,128.9433
0.13964,129.84253
0.14645,129.48257
0.1543,129.60162
0.13617,129.50867
0.14103,129.61067
0.16085,129.37446
0.14703,129.15503
0.13885,129.15828
0.15594,128.95307
0.15075,128.64983
0.14558,128.67261
0.16182,128.92368
0.14974,129.66618
0.15315,128.78658
0.14813,129.15396
0.16501,129.40642
0.15593,129.15118
0.15288,129.30398
0.15168,128.75258
0.16635,129.09509
0.15974,128.19686
0.14501,128.96158
0.14852,128.20816
0.16269,128.64737
0.16274,128.12538
0.15625,128.33479
0.14312,128.74107
0.14428,129.05896
0.16542,128.66784
0.15269,129.07424
0.14746,128.81178
0.15228,128.52327
0.16696,127.84804
0.16342,127.60241
0.16087,127.99854
0.16003,128.55801
0.14368,128.36098
0.14724,128.72446
0.15951,128.72557
0.14889,128.3163
0.14207,129.17879
0.16453,129.17941
0.15119,129.43475
0.15076,129.41388
0.14783,129.14657
0.13786,130.19887
0.1489,129.82344
0.1481,129.01862
0.15337,128.67632
0.15052,129.61483
0.14041,129.38324
0.1521,128.63278
0.16262,128.67678
0.14951,129.23806
0.13462,129.06367
0.15562,128.5382
0.13538,128.8124
0.14245,129.84967
0.13304,129.04492
0.1482,129.19505
0.15631,129.16415
0.15064,128.94579
0.15188,128.81872
0.1521,128.90193
0.14817,129.40992
0.14648,128.8356
0.13981,129.64505
0.15403,129.90418
0.13787,129.46687
0.13965,129.55868
0.15568,129.23577
0.14889,129.34085
0.14859,129.07312
0.1492,129.40724
0.14214,129.2243
0.15334,129.04512
0.15222,130.52199
0.14658,129.91467
0.15605,129.30079
0.15123,129.15897
0.15435,129.28645
0.14895,129.59266
0.14789,129.36987
0.14659,129.2326
0.13882,129.35691
0.1599,129.09376
0.14104,128.90138
0.14042,129.29269
0.15154,128.99447
0.142,129.29975
0.15543,129.31561
0.16519,129.06892
0.1246,129.59607
0.158,129.98882
0.14393,129.53024
0.13762,128.98116
0.15313,128.8378
0.13733,129.51303
0.14942,129.29729
0.14477,129.86017
0.14361,129.51842
0.15401,129.33542
0.1444,129.24223
0.14487,129.57518
0.14928,128.95244
0.14878,129.32991
0.15049,129.378
0.14857,129.66903
0.15361,129.4008
0.14679,129.6992
0.14219,129.53457
0.16241,129.18085
0.15107,129.11324
0.14162,129.41532
0.1535,129.36009
0.12693,129.81113
0.13255,130.54778
0.14766,130.30601
0.14784,129.81931
0.13738,130.37382
0.14585,128.98116
0.14762,128.95962
0.15655,129.1759
0.14622,129.11092
0.14686,129.18019
0.15337,129.54476
0.14527,128.89381
0.15577,129.2116
0.14598,128.69658
0.15751,129.01569
0.13989,129.72092
0.15594,129.07043
0.14567,128.62307
0.15377,129.2102
0.14334,129.90679
0.15269,129.14417
0.15198,129.48224
0.15334,129.57641
0.13729,129.90047
0.14697,129.35303
0.14683,129.89849
0.14764,128.76906
0.13776,128.8442
0.15396,128.70038
0.13004,130.55647
0.1571,128.95036
0.14629,129.61376
0.14453,129.86953
0.14421,129.91457
0.14122,129.89427
0.14514,129.8826
0.14602,130.48544
0.14273,129.73164
0.14371,128.92586
0.14027,129.15657
0.1493,129.7609
0.14823,129.62317
0.1485,129.63884
0.14962,129.35842
0.13988,130.56405
0.13939,129.95436
0.14217,130.26881
0.14081,130.02768
0.14698,129.85093
0.14259,129.88624
0.1279,128.87707
0.16368,129.7799
0.13639,130.4597
0.14557,129.67708
0.1432,129.35684
0.13981,128.98691
0.16522,128.67734
0.13415,129.36044
0.14856,129.24074
0.14914,129.67045
0.13511,130.37673
0.14185,130.14454
0.13708,130.19567
0.13033,130.74913
0.15553,129.5928
0.13537,129.12678
0.15062,129.41192
0.15171,128.99488
0.13399,128.95472
0.15669,128.4861
0.1404,129.46521
0.13922,129.42532
0.15322,129.66028
0.14544,129.64158
0.13507,129.54451
0.14083,129.34367
0.1413,129.65369
0.15752,128.90777
0.14073,129.47248
0.15852,128.82382
0.14704,129.42467
0.15112,129.01953
0.14756,129.72288
0.15663,128.68584
0.1649,129.03734
0.18697,128.33781
0.17223,129.22149
0.16241,129.93247
0.15979,129.91281
0.15362,129.95288
0.16691,130.31404
0.16904,130.07199
0.1607,129.97235
0.17067,129.16854
0.16213,129.544
0.16502,129.65595
0.1599,129.99401
0.15804,130.2914
0.15464,130.71965
0.15029,130.97937
0.1588,130.47909
0.16261,130.29469
0.14855,130.69756
0.16665,130.08503
0.14275,130.41227
0.16676,129.80258
0.16356,129.95826
0.17475,129.26347
0.16513,128.99912
0.15786,129.99315
0.17577,129.79772
0.16313,129.70664
0.15742,129.83479
0.17579,130.14275
0.16701,129.52455
0.16843,129.87846
0.1713,129.4069
0.16971,129.76232
0.16256,129.91756
0.16607,130.03126
0.14877,129.80371
0.14728,130.90243
0.14413,130.97197
0.16336,129.64073
0.17217,129.69588
0.17541,129.6293
0.1549,130.43299
0.15038,129.49496
0.16789,129.93024
0.17341,129.65276
0.15297,129.50603
0.17739,129.82162
0.17651,129.25856
0.15511,130.21563
0.17691,130.02761
0.14978,130.53572
0.16742,130.03355
0.15548,130.51363
0.1564,129.55398
0.15485,131.55834
0.16116,130.68069
0.15793,130.46092
0.15519,130.65102
0.14676,130.96483
0.15657,130.01351
0.15628,130.72761
0.15236,131.2858
0.14946,131.65278
0.1555,130.18248
0.15299,131.27896
0.1608,130.3436
0.15552,130.18524
0.16273,130.96434
0.13739,130.72039
0.1523,131.06854
0.1699,130.08454
0.16303,130.98965
0.17515,130.90241
0.17005,130.06613
0.13776,131.22364
0.14853,130.90562
0.16333,130.68935
0.14781,131.10549
0.16412,130.73276
0.16594,129.28428
0.1473,131.17083
0.16777,130.17609
0.14082,131.36049
0.16577,130.73273
0.14444,131.15221
0.14522,131.17909
0.15243,130.74023
0.15844,130.89396
0.15825,130.94172
0.1549,130.55104
0.15966,131.53843
0.15819,131.09531
0.13652,131.53701
0.14943,131.18968
0.15939,130.31722
0.14844,131.24556
0.14176,132.28821
0.14733,131.71099
0.13729,131.87505
0.161,131.37754
0.14681,131.18649
0.14385,131.43431
0.13795,131.48301
0.14954,131.22471
0.15514,131.6452
0.16422,130.65033
0.15991,130.52429
0.15725,130.72031
0.16344,130.33033
0.17507,129.94759
0.15977,129.89051
0.15108,130.76661
0.14964,131.34147
0.15834,130.7282
0.14663,130.52762
0.14269,131.30758
0.15743,129.91508
0.16088,131.05908
0.12981,131.64661
0.14973,131.31305
0.12971,131.26992
0.15035,131.58127
0.15519,131.34084
0.14611,131.34849
0.14617,130.49218
0.17119,130.58971
0.14909,130.32129
0.17023,129.98729
0.1534,130.63892
0.15269,129.85348
0.16932,130.01753
0.15527,130.25674
0.16052,129.65654
0.14571,130.32926
0.15312,130.712
0.16069,130.6371
0.15621,130.55356
0.15617,129.71594
0.14971,129.74418
0.1587,130.50033
0.17712,129.83736
0.15429,129.51364
0.16419,130.03677
0.17266,129.32374
0.15682,130.22623
0.1631,129.44924
0.15812,129.50781
0.15596,129.80237
0.16293,129.82013
0.16073,129.51395
0.17993,129.37828
0.16705,129.20697
0.16076,129.42403
0.16913,130.34659
0.1572,130.14731
0.15761,130.79566
0.15297,131.56477
0.17106,130.45353
0.15371,130.98982
0.15749,129.81828
0.16246,130.6262
0.14984,131.23383
0.14073,131.42384
0.16451,130.83416
0.16978,130.09092
0.15998,130.03742
0.14163,130.767
0.15466,131.33113
0.16811,130.80057
0.15002,130.6384
0.14937,131.63266
0.14862,130.25926
0.16305,130.6261
0.14487,131.18859
0.14468,130.72772
0.15798,131.06766
0.15086,130.88213
0.14922,130.6682
0.15896,130.547
0.1564,131.07557
0.15777,130.22857
0.15435,130.7825
0.16568,130.3669
0.14714,130.68257
0.15614,130.74404
0.15708,131.19143
0.1631,130.64798
0.15231,130.62101
0.15203,130.82584
0.15086,131.30771
0.16426,130.68125
0.15102,130.96521
0.16752,130.42857
0.16704,130.09723
0.15242,130.64882
0.16455,130.36594
0.16182,131.07552
0.16143,131.14175
0.14549,130.33119
0.1612,130.76381
0.15194,131.1596
0.15652,131.54591
0.15211,131.30318
0.14213,131.03387
0.14839,131.16416
0.15765,131.06241
0.13562,131.47512
0.16079,130.46243
0.14394,132.10062
0.13625,131.54207
0.16187,131.14029
0.1621,131.38323
0.14845,131.46875
0.14763,130.95776
0.151,130.85988
0.1591,130.49685
0.15077,131.99371
0.14394,131.39259
0.14531,131.04978
0.15442,130.7089
0.15139,130.70378
0.16181,131.75669
0.15923,130.81442
0.15389,131.54018
0.14005,131.29101
0.14045,132.77931
0.13376,130.8701
0.15599,130.91348
0.15262,130.70106
0.14693,131.04014
0.14921,130.8004
0.14709,131.35985
0.1458,131.47273
0.15083,131.32135
0.15329,130.55242
0.13655,132.09892
0.13222,131.86208
0.16249,131.59238
0.15113,131.26063
0.14439,131.76759
0.15259,131.30202
0.14692,131.63795
0.1562,131.30249
0.16563,131.38366
0.13514,131.57504
0.14768,131.05493
0.14835,130.69305
0.14563,132.09009
0.13961,131.58887
0.13888,131.97186
0.1435,132.1045
0.14355,132.33331
0.15649,131.38038
0.15963,131.28251
0.15008,132.1704
0.15127,130.90015
0.14494,132.50723
0.15371,132.46249
0.1586,131.38111
0.17644,132.59429
0.18615,131.45931
0.18504,132.07106
0.17341,132.20664
0.18954,131.81063
0.18,132.36305
0.17213,132.61742
0.1819,132.56357
0.17855,131.82232
0.16625,132.67325
0.17276,132.29987
0.17833,132.54431
0.17529,132.16329
0.16534,132.49777
0.17438,132.10486
0.17915,132.38213
0.16705,132.20812
0.16626,133.28044
0.16252,132.71157
0.17292,132.34484
0.17588,132.72891
0.16944,132.37863
0.17338,133.50688
0.18022,132.53604
0.17279,131.93208
0.17698,132.35711
0.16861,132.92888
0.17564,132.85075
0.1863,131.6237
0.18482,132.2368
0.17878,132.22952
0.16659,132.93721
0.17241,132.70851
0.18687,132.09119
0.17532,132.95066
0.16309,132.75849
0.16255,133.53572
0.17212,133.52649
0.16744,133.77949
0.17421,134.06587
0.16552,133.59664
0.17006,132.89973
0.17473,133.06508
0.17034,132.38781
0.17014,132.20692
0.15581,133.09873
0.17285,132.93134
0.1624,132.67382
0.18381,133.2186
0.16854,132.73383
0.223,132.87962
0.21844,132.45089
0.22338,132.81469
0.22172,132.41237
0.21413,132.81846
0.22244,133.07495
0.22842,132.69825
0.21971,131.62607
0.22399,133.14311
0.23562,132.62856
0.2235,132.74645
0.21841,131.97362
0.23243,132.18007
0.22538,133.69966
0.21809,132.66974
0.21701,133.18465
0.22492,133.23601
0.22493,133.1712
0.21435,133.37437
0.23246,132.39638
0.2254,132.22408
0.22568,132.40957
0.22386,132.44217
0.23153,132.6777
0.22759,132.45758
0.22841,132.70676
0.2181,133.02491
0.23312,131.92592
0.23917,131.68465
0.23463,132.00654
0.2223,132.49551
0.21669,132.76613
0.23547,131.48798
0.23392,132.20256
0.2255,133.08452
0.23222,132.53556
0.22355,132.62434
0.2248,132.98314
0.22249,133.09413
0.22033,132.40482
0.22255,133.2444
0.21447,133.00498
0.22059,132.78519
0.22711,133.47924
0.22779,132.64429
0.21697,132.75513
0.22669,132.98745
0.21372,133.41739
0.21731,132.68385
0.22445,132.53677
0.22218,132.70543
0.22163,133.2367
0.22041,132.79147
0.22002,132.67551
0.22551,133.32378
0.23014,132.64566
0.21965,132.39207
0.22278,133.04622
0.23098,132.40386
0.22982,131.89713
0.21592,132.77994
0.2069,132.84516
0.21918,132.68348
0.21179,133.07722
0.22428,132.84856
0.22235,132.7995
0.20488,133.28037
0.22564,133.63926
0.2037,133.3926
0.20973,133.58893
0.21599,133.63014
0.21054,133.64532
0.22557,132.43532
0.21662,133.09361
0.20945,133.96584
0.21072,133.28058
0.21372,133.7821
0.21539,133.52204
0.20702,133.21722
0.22079,133.30965
0.20818,133.98586
0.20983,133.60222
0.21392,133.79028
0.21412,133.5811
0.21804,133.77653
0.21658,134.22162
0.2291,133.31004
0.20327,134.49602
0.20857,134.1531
