'strain','stress'
4.18012,189.91216
4.17613,190.68727
4.18198,190.50903
4.17686,190.37063
4.18747,190.51716
4.16944,190.6831
4.18724,190.89462
4.18656,190.35229
4.17963,190.31309
4.175,190.19622
4.18003,190.71677
4.19417,189.12935
4.18487,189.76876
4.18716,189.40194
4.18378,189.03237
4.19415,190.59635
4.18096,190.52977
4.16347,190.54457
4.18412,191.2696
4.17355,192.03984
4.17117,190.67925
4.18853,191.22669
4.18757,190.94297
4.16754,191.1817
4.18863,190.43014
4.16806,191.56694
4.16271,191.83431
4.18952,191.45021
4.17927,191.14149
4.18026,190.40987
4.16846,190.80464
4.17653,190.73052
4.18272,190.51722
4.18055,191.03805
4.19094,190.25135
4.16754,190.80521
4.20447,189.82799
4.17405,190.89503
4.1716,191.23468
4.1749,190.99237
4.17954,191.05239
4.18035,191.69864
4.1848,191.22412
4.17943,190.72103
4.19169,190.25497
4.18842,190.62579
4.16648,191.65324
4.1662,190.99823
4.18971,190.29016
4.1697,190.84091
4.16473,191.23613
4.18152,190.91495
4.1641,191.26567
4.16902,191.1213
4.16935,191.73592
4.17735,190.63878
4.18146,190.9592
4.1743,190.75333
4.18136,190.28526
4.16803,190.92744
4.18099,190.9093
4.17087,191.72423
4.16845,190.70189
4.17653,191.60175
4.18209,191.78501
4.16537,190.64397
4.16216,191.53522
4.17087,191.70009
4.17418,190.98495
4.17241,191.69639
4.17024,191.41482
4.17385,191.63237
4.17632,191.6921
4.16306,191.94758
4.1711,191.81396
4.17652,190.94504
4.1828,191.19695
4.16411,191.6127
4.16828,192.13905
4.15768,191.41338
4.16998,191.34457
4.17494,191.38522
4.16046,192.03281
4.17724,191.28209
4.18077,191.41727
4.16453,191.39487
4.17546,191.43201
4.17339,191.92018
4.16457,192.18891
4.18336,191.70018
4.16121,191.66079
4.17162,191.63907
4.17812,191.01902
4.16846,191.42406
4.16042,191.52968
4.18608,190.88384
4.16231,191.84356
4.16048,191.3925
4.15947,191.67954
4.18105,190.91022
4.16732,192.12633
4.18493,191.85075
4.1653,191.45969
4.17363,191.12734
4.17483,191.13454
4.17769,191.32116
4.16715,191.41495
4.1773,191.88341
4.18487,191.26251
4.16335,191.42535
4.1684,191.71243
4.15988,191.55172
4.18119,190.38346
4.19282,190.45738
4.16233,191.14675
4.16754,191.2059
4.16627,191.2826
4.17498,190.93841
4.17614,191.46669
4.15571,191.77959
4.18894,191.3157
4.17907,190.75211
4.15063,191.73944
4.17665,191.21101
4.17458,191.98178
4.16416,191.99405
4.15792,191.47591
4.16571,191.87824
4.18473,191.10796
4.15406,191.3154
4.16118,191.89395
4.15942,190.62235
4.176,191.00276
4.16724,192.31955
4.14828,191.45987
4.16719,191.88092
4.17425,191.51374
4.18082,191.84751
4.16094,192.54346
4.16963,192.37873
4.16123,191.93942
4.17462,192.29119
4.15973,192.28331
4.17368,192.38878
4.16152,192.28728
4.16127,191.89514
4.16018,192.26949
4.17969,191.96144
4.20464,191.20966
4.1985,192.14394
4.1945,191.3975
4.18632,192.32464
4.19611,191.81629
4.19277,191.80517
4.19216,191.97042
4.18828,191.62137
4.18361,191.9825
4.19247,191.64377
4.19172,192.39961
4.1639,193.06778
4.19532,191.81841
4.19503,192.2986
4.1808,192.15612
4.18036,192.33407
4.18803,192.76016
4.17906,192.38283
4.18523,192.50528
4.17857,191.97814
4.17182,192.43641
4.18984,192.32912
4.19097,191.69065
4.16706,193.13092
4.18277,192.18891
4.18228,192.75159
4.17059,191.81636
4.19984,191.48705
4.19349,191.92199
4.18171,192.32286
4.19894,191.65484
4.17407,192.37777
4.19592,192.49773
4.18529,192.38178
4.17988,192.17788
4.18578,193.23153
4.19155,191.93281
4.19207,192.41495
4.18481,193.21811
4.17954,192.66432
4.18034,192.52926
4.20017,192.20832
4.18717,191.8807
4.18892,192.54065
4.18834,192.40658
4.18074,192.2608
4.1673,192.51091
4.18557,192.70617
4.19548,191.40811
4.18008,192.65417
4.17579,193.13838
4.17345,192.81747
4.18779,192.42146
4.19171,192.93072
4.17399,192.27356
4.17018,191.54971
4.1999,192.39121
4.18706,192.3092
4.16795,192.24077
4.18136,192.38668
4.18626,192.03223
4.2055,191.54941
4.19416,191.69063
4.17612,191.5287
4.19137,192.19367
4.20256,192.32587
4.18299,191.83756
4.18032,192.26071
4.1886,192.21063
4.18603,192.43782
4.17951,192.49911
4.19587,191.83196
4.19418,192.31372
4.19077,191.93194
4.19565,192.59364
4.1842,192.30886
4.1828,192.10657
4.18807,192.27889
4.1851,193.14328
4.17163,192.92938
4.19488,192.32186
4.18541,192.60044
4.17034,193.25351
4.18611,192.22173
4.18532,192.50922
4.17767,192.5961
4.17833,192.32505
4.18347,191.95358
4.19066,192.32267
4.19758,192.34569
4.17838,193.00247
4.17994,192.65902
4.18383,192.29564
4.18229,193.06354
4.191,192.41675
4.1871,192.50339
4.17473,192.67719
4.18192,193.10826
4.17046,192.83511
4.18936,192.35388
4.19896,192.19878
4.18128,192.38616
4.17818,192.40399
4.19142,192.28328
4.19637,191.48892
4.18909,191.96265
4.17809,192.77981
4.18286,192.6844
4.18724,192.08268
4.18977,192.71777
4.19114,192.05152
4.16977,192.29758
4.19268,192.16754
4.18937,191.82155
4.18252,192.05981
4.17991,191.84988
4.18134,192.15132
4.17628,192.14001
4.17267,192.84204
4.17902,192.23197
4.19339,191.57333
4.18949,192.47789
4.18522,191.72598
4.1748,192.32282
4.1939,192.77563
4.18686,192.32027
4.18688,192.641
4.16551,193.06878
4.1718,192.80093
4.18582,191.87713
4.18672,191.88644
4.19291,191.38032
4.18429,191.58055
4.20159,191.31518
4.18121,191.47845
4.19214,192.18131
4.20187,190.95751
4.18827,191.34479
4.17495,191.99235
4.18968,191.77993
4.1957,191.55448
4.19749,191.38262
4.20332,191.52455
4.1861,191.49557
4.18983,191.03898
4.19545,191.48317
4.18607,191.78094
4.19368,191.87542
4.18659,192.17177
4.18964,192.59762
4.18641,192.52215
4.18165,192.1781
4.19601,192.44565
4.19518,192.28911
4.18321,192.13101
4.17622,192.07363
4.19317,192.52274
4.19913,192.34176
4.17284,192.06608
4.17921,192.09768
4.18444,192.07226
4.2056,191.27286
4.18387,192.1663
4.17652,192.68164
4.20368,191.04379
4.20732,190.66982
4.17922,191.89505
4.19207,192.1384
4.18789,191.82617
4.19237,191.81903
4.18606,191.97759
4.19315,191.922
4.19626,191.52075
4.18758,191.72119
4.18098,192.20809
4.18379,191.61976
4.18774,191.3474
4.19036,191.49283
4.19299,191.65179
4.19075,192.07364
4.18381,192.35742
4.19782,192.03495
4.19031,192.35383
4.17171,193.13677
4.19379,192.10292
4.20207,191.91459
4.18643,191.90811
4.18763,191.92862
4.20278,190.78245
4.1977,191.60436
4.20228,190.99453
4.18835,190.95649
4.18747,190.23926
4.20846,190.58514
4.21196,190.0908
4.18982,190.87013
4.19039,191.07859
4.18982,191.20105
4.1952,190.5912
4.20468,190.47345
4.19415,190.36014
4.2039,190.54593
4.18941,190.79898
4.18319,190.36689
4.19795,191.08054
4.20428,190.7753
4.19822,190.78661
4.20184,190.66206
4.20498,189.47485
4.19953,190.8233
4.20419,190.46464
4.19489,190.31254
4.2003,190.81615
4.21315,190.0072
4.19932,190.31184
4.19413,190.71852
4.19048,190.24637
4.20684,189.81321
4.2019,190.29027
4.20504,189.99061
4.20253,189.91652
4.21673,189.87089
4.20073,190.13842
4.18834,191.33354
4.20441,190.17047
4.21092,190.38455
4.20368,189.77748
4.20235,189.84611
4.20037,190.1092
4.20742,190.8471
4.20567,190.75904
4.18349,191.20191
4.20728,189.8127
4.21064,190.3648
4.20207,190.0635
4.20359,190.03393
4.2047,190.00542
4.19488,190.97991
4.20246,190.93056
4.20854,190.60948
4.17896,192.00699
4.20738,191.01239
4.18951,191.66175
4.19108,191.4261
4.19762,190.7523
4.20697,190.76726
4.18074,191.30353
4.20236,190.80712
4.19924,190.70514
4.20024,190.69396
4.20032,191.33237
4.19037,190.42984
4.19124,190.90669
4.20919,190.5093
4.19646,190.30066
4.19722,189.90325
4.19944,191.26878
4.20169,190.99364
4.19502,190.72622
4.19389,191.29059
4.21728,190.60507
4.22923,190.59265
4.22877,191.13889
4.21059,191.1607
4.21469,190.75652
4.22583,191.41351
4.23324,190.66193
4.22005,190.39711
4.23106,190.98554
4.22129,190.92888
4.22473,191.21305
4.21905,190.94693
4.24065,189.3271
4.23252,190.61216
4.21988,190.43968
4.23236,190.31921
4.22204,190.92263
4.24268,189.98684
4.22846,190.02285
4.22327,191.16795
4.22393,190.77537
4.22962,190.81397
4.23946,189.91072
4.21329,190.42946
4.22616,189.90297
4.22645,190.66076
4.23102,190.40123
4.22417,190.35994
4.22058,190.66273
4.23042,190.15854
4.22234,190.56436
4.21517,190.86255
4.21768,190.85165
4.22765,189.53749
4.23057,189.70009
4.22898,189.68963
4.22938,189.89337
4.2389,190.51984
4.24212,188.62787
4.228,189.58766
4.23724,189.91275
4.23733,189.85934
4.24689,189.45918
4.23288,190.03961
4.23544,189.15423
4.23235,189.59175
4.23926,189.61671
4.23083,189.27239
4.22651,189.67834
4.22152,191.17721
4.22574,190.3577
4.21454,191.05955
4.22566,189.72335
4.24324,189.45108
4.23566,189.39552
4.23214,189.65043
4.22062,190.11741
4.23133,189.56616
4.22487,190.04614
4.22935,189.83897
4.22845,189.44312
4.23431,189.63348
4.23909,189.84664
4.22339,189.7094
4.23511,190.13786
4.23393,189.61602
4.22863,190.1535
4.22121,189.67917
4.22572,189.75407
4.24388,189.73978
4.22751,190.00878
4.21165,190.40292
4.2384,189.96614
4.2403,189.02853
4.22827,189.99019
4.23118,189.96015
4.21914,190.52375
4.23365,189.73711
4.23023,190.89235
4.22957,191.02594
4.2208,190.16161
4.23887,190.59045
4.23066,190.01609
4.21679,190.25926
4.23708,189.79987
4.23992,189.58935
4.22883,190.01934
4.22771,190.87377
4.22862,190.21763
4.22602,190.51171
4.23351,190.26675
4.21802,190.51046
4.21786,190.29642
4.24422,189.99427
4.2333,190.60753
4.23032,189.97184
4.23513,190.65702
4.22786,190.64081
4.23064,189.57745
4.22536,190.07261
4.22616,189.81942
4.22129,189.97023
4.23786,189.8059
4.23244,189.5899
4.23058,190.3209
4.23807,189.95257
4.23288,190.09368
4.22383,190.12422
4.2253,190.98276
4.22042,190.69599
4.23415,189.57484
4.2377,190.57635
4.22999,190.26938
4.22031,190.4171
4.24102,188.88599
4.2229,189.57426
4.22815,189.86283
4.25273,188.97604
4.23309,189.81366
4.23335,189.15623
4.23148,190.11919
4.23117,190.01887
4.22388,190.27023
4.22235,189.58551
4.23214,189.77873
4.23182,189.45667
4.23748,190.00975
4.21709,189.98876
4.22122,190.12355
4.23196,190.33082
4.22602,190.77182
4.22535,190.2454
4.24075,189.19819
4.22896,188.94658
4.23538,190.19169
4.23365,189.76492
4.24161,189.22673
4.24631,189.34843
4.22391,189.82409
4.23318,189.76359
4.23637,190.10565
4.23643,189.52098
4.23742,189.37967
4.22907,190.36449
4.22969,189.63351
4.22751,189.66909
4.23981,189.67492
4.24058,190.26154
4.21969,189.90265
4.22822,190.59952
4.23335,189.95775
4.21204,190.5504
4.22316,189.7941
4.22615,190.20717
4.23435,189.3886
4.25184,189.00193
4.23234,189.51564
4.2333,189.04129
4.22914,190.03567
4.22864,189.72781
4.21811,189.90866
4.23796,189.94393
4.24085,189.35927
4.23648,189.60547
4.23876,188.95083
4.24125,188.99852
4.22824,189.16216
4.23459,189.88619
4.22797,189.54222
4.23473,189.678
4.23176,190.09607
4.22605,189.80679
4.22541,189.03802
4.24597,188.79193
4.25077,188.40347
4.23252,189.035
4.23742,189.00401
4.23717,188.83932
4.24311,189.23897
4.23439,189.30085
4.23228,188.70396
4.23716,189.25167
4.25346,188.32395
4.24534,188.8533
4.24492,188.7715
4.24317,189.1959
4.22505,188.87336
4.25071,188.18141
4.24429,188.62888
4.23966,189.25429
4.25265,189.03711
4.24072,188.9234
4.2387,187.61151
4.25515,188.60175
4.24428,188.4345
4.22788,189.09125
4.23175,189.43136
4.24156,188.82377
4.23857,189.50724
4.24844,188.56964
4.24008,188.73801
4.23832,188.54361
4.25058,188.16475
4.23872,188.1692
4.2479,188.43152
4.23884,188.50534
4.24406,188.55276
4.23804,188.01095
4.23032,188.70296
4.21502,189.96415
4.2264,190.40572
4.2401,190.22658
4.21629,190.34202
4.23807,189.33787
4.23215,189.91497
4.2363,189.47239
4.24546,189.03469
4.238,189.63589
4.23648,189.39733
4.23734,189.74901
4.22956,189.94259
4.23144,190.27309
4.23948,189.29143
4.23425,189.6627
4.2276,188.87376
4.23222,189.17985
4.24358,189.27204
4.2331,189.16955
4.22782,189.02513
4.24275,188.95416
4.24031,189.67997
4.23064,190.11995
4.2229,189.67139
4.24134,188.65804
4.23783,188.57314
4.23924,188.92627
4.23393,189.09799
4.23763,189.13954
4.23504,189.45777
4.23416,189.18671
4.22586,189.37195
4.24058,189.46356
4.23596,189.61398
4.23069,189.51673
4.22748,189.81812
4.22741,189.4804
4.23984,189.0563
4.23888,189.46553
4.22186,190.13228
4.23132,189.43928
4.24434,189.82275
4.2358,189.52972
4.22216,189.68367
4.25517,188.7517
4.22881,188.88261
4.2305,189.61808
4.23839,189.85656
4.21816,189.64727
4.23377,189.95535
4.228,189.44924
4.21762,189.29619
4.25918,189.71412
4.27662,189.43885
4.26546,189.37772
4.25755,189.28367
4.24568,189.19453
4.26447,189.32346
4.24887,190.09704
4.25545,189.53978
4.24664,189.73644
4.26302,189.66353
4.24764,189.51153
4.25007,189.77724
4.26859,189.3272
4.26374,189.57765
4.25695,189.0302
4.26139,189.31923
4.25257,189.08557
4.25111,190.41158
4.27824,189.41892
4.24301,190.1742
4.25906,188.68893
4.26869,189.77397
4.25804,190.06454
4.25024,189.82864
4.23897,190.23633
4.25552,190.76171
4.26667,189.80364
4.25175,190.10585
4.2536,189.25514
4.25369,190.01091
4.24929,190.74494
4.24445,189.89388
4.27094,190.05707
4.263,189.78818
4.26416,188.96113
4.26015,189.95178
4.24354,190.55832
4.25099,190.09044
4.25852,190.13654
4.25509,190.33365
4.24581,190.62044
4.25836,190.9948
4.26001,190.06363
4.24621,190.14313
4.25002,190.44713
4.2505,190.61326
4.25238,189.83469
4.24875,190.32841
4.24296,190.29417
4.2601,190.35609
4.24886,190.36971
4.23783,191.36378
4.25227,190.42036
4.25819,189.57616
4.2609,189.98648
4.2499,190.47731
4.24587,190.49528
4.24938,190.05026
4.25643,190.7708
4.24327,190.03306
4.25003,189.79645
4.25871,189.62603
4.25,190.03166
4.24595,190.4561
4.24056,190.81436
4.25382,189.9833
4.25069,190.48172
4.2407,191.20396
4.24436,190.16793
4.25092,190.35503
4.24515,190.17541
4.24826,190.34866
4.24783,190.15034
4.25201,189.71134
4.26392,189.88195
4.25002,190.02278
4.25497,189.76406
4.24052,190.62835
4.25458,190.2808
4.25005,190.25231
4.23495,190.82965
4.24488,190.19208
4.25118,190.88182
4.23973,190.79731
4.25054,190.47824
4.24835,190.29854
4.25122,190.36347
4.24924,190.25994
4.25241,191.12887
4.25008,191.25283
4.24756,190.85993
4.25332,191.1888
4.23577,190.95868
4.23809,190.88209
4.26058,190.52515
4.24215,191.13151
4.25063,190.11991
4.25557,190.43413
4.25584,190.32559
4.24628,190.11541
4.26432,190.24103
4.24776,190.25597
4.2514,190.80992
4.26513,190.63349
4.2642,190.04096
4.25657,190.52103
4.25712,190.76316
4.24363,190.56284
4.24617,189.75133
4.24355,190.44672
4.25272,190.56433
4.24593,190.42808
4.25906,189.58914
4.23453,191.0739
4.24195,190.59096
4.26321,190.95549
4.2391,190.07715
4.25383,190.06048
4.25198,191.24874
4.25688,189.63013
4.24697,190.27802
4.23626,190.99167
4.25152,190.61584
4.26117,189.61147
4.23959,189.93858
4.24776,190.47233
4.26114,190.72319
4.26162,189.69245
4.23136,190.56068
4.24947,189.87691
4.26097,190.33096
4.2613,189.96914
4.25614,191.02678
4.22032,191.24371
4.2592,189.96499
4.24405,191.69285
4.23418,191.85412
4.24939,191.17268
4.24124,191.107
4.24543,190.70953
4.23344,190.85706
4.24328,191.32411
4.25202,190.82944
4.24795,190.2526
4.26366,189.54201
4.2302,190.965
4.24633,190.85496
4.2675,189.30042
4.25,190.14039
4.2384,191.30857
4.2444,190.86245
4.23548,190.92761
4.25688,189.67231
4.25498,190.49438
4.25413,190.1288
4.25757,189.69043
4.24927,190.45392
4.25231,190.84361
4.25574,190.67312
4.26336,189.87944
4.24563,190.19124
4.23056,190.92744
4.25492,190.55531
4.24525,190.00964
4.24727,190.0969
4.23607,190.72311
4.25499,189.56788
4.25366,190.92977
4.24806,190.6867
4.24141,191.01517
4.23832,190.34957
4.24625,190.24325
4.23904,190.75151
4.23749,190.50832
4.24942,191.16918
4.24202,191.77106
4.24219,191.07109
4.24385,191.027
4.23942,191.66815
4.23795,191.81006
4.24636,190.96319
4.25691,190.30804
4.24385,190.55982
4.26114,190.84461
4.23255,191.17836
4.24508,191.19833
4.24234,191.23552
4.24903,190.80649
4.24675,191.5689
4.24215,191.46225
4.22878,192.11813
4.26026,191.77064
4.24079,191.94954
4.23382,191.57496
4.24148,191.79815
4.24496,191.26191
4.24825,191.80668
4.23979,192.00836
4.23713,191.40196
4.23573,191.60967
4.26475,191.32277
4.24891,191.32857
4.2427,191.20749
4.2407,191.49381
4.2435,191.04552
4.24719,190.47288
4.25532,191.03904
4.24836,190.81145
4.24472,191.12324
4.23691,190.87026
4.22927,190.91253
4.25099,191.36513
4.25613,190.89231
4.23635,191.7921
4.23551,191.37939
4.24186,191.17467
4.25314,191.55326
4.23953,191.67569
4.25536,190.9037
4.2423,190.47637
4.23761,191.12805
4.23006,191.55686
4.23913,191.60498
4.25259,190.8561
4.24762,190.36711
4.23847,190.72171
4.24123,190.77189
4.25249,190.48176
4.24452,190.84654
4.25323,190.55515
4.23211,190.8788
4.23643,191.46233
4.25086,190.86625
4.24413,190.56665
4.25083,190.05592
4.25663,190.84026
4.24237,191.74415
4.24853,191.3298
4.24862,191.01491
4.2484,190.73612
4.24216,191.42552
4.23447,191.34356
4.22942,191.08596
4.23316,191.4022
4.25981,191.64661
4.23696,191.41708
4.24424,190.55352
4.26093,190.15113
4.26023,190.5219
4.2498,190.88587
4.23746,191.14715
4.24818,190.95169
4.23623,191.3012
4.25044,191.32218
4.24356,190.28507
4.24393,190.86832
4.25118,191.30446
4.24555,190.34365
4.24321,190.30676
4.25544,190.6125
4.24419,190.59944
4.281,190.45044
4.27734,190.51846
4.27195,190.8511
4.28114,190.887
4.28054,189.90807
4.26099,190.77615
4.26851,191.01901
4.29456,190.18308
4.28853,190.84681
4.26995,190.93081
4.28118,191.02002
4.27986,190.16214
4.29507,189.79926
4.29302,190.64674
4.28401,189.96478
4.28573,190.07395
4.28283,190.2889
4.26975,190.65561
4.287,190.31222
4.29118,189.89735
4.28236,190.76895
4.29944,190.0534
4.27794,190.17097
4.28498,190.2451
4.294,189.31666
4.28109,189.86897
4.27261,190.75204
4.29251,190.30184
4.28569,189.65872
4.28072,190.67315
4.28784,190.34485
4.27645,190.37688
4.27846,190.42489
4.28589,190.51428
4.28705,190.20834
4.27849,190.69753
4.29074,190.26139
4.27094,190.50045
4.27215,191.33771
4.28506,191.35364
4.27651,190.89626
4.28229,190.90821
4.27116,191.1009
4.27699,190.31239
4.28427,190.74342
4.27675,190.61099
4.27236,190.37091
4.28448,190.22223
4.29319,189.72812
4.27596,191.07811
4.27581,190.58733
4.27904,191.1601
4.28532,190.02364
4.27243,189.94859
4.27827,189.98
4.28452,190.61004
4.28661,190.69922
4.27659,190.64403
4.27119,190.29477
4.28235,189.84109
4.28607,190.64541
4.27703,190.53831
4.28803,190.61317
4.28991,189.52043
4.29116,190.48534
4.29649,189.60943
4.2674,190.93005
4.28331,190.24235
4.28631,190.59262
4.29304,190.129
4.27541,190.5563
4.28404,190.15434
4.2836,190.14007
4.30637,189.10244
4.28717,189.66089
4.27876,190.57028
4.28212,190.17198
4.28415,190.14672
4.29298,189.45934
4.27626,189.96341
4.27881,190.44901
4.28506,190.37109
4.28228,190.34485
4.2818,189.1211
4.29014,189.041
4.28447,190.65656
4.27731,191.00033
4.27749,190.3845
4.27523,191.21631
4.27416,191.13254
4.27661,190.48443
4.2782,190.4818
4.28813,190.98311
4.28887,191.08865
4.28301,190.52495
4.29153,189.9599
4.2891,189.67932
4.27394,190.22895
4.28126,190.31767
4.27376,190.82311
4.28,190.48622
4.2827,190.5327
4.27298,190.26829
4.27836,189.7973
4.27729,190.96421
4.28526,190.83274
4.26761,190.62283
4.2913,190.81263
4.28028,190.39654
4.28255,190.8903
4.28665,190.60705
4.26342,190.48111
4.28055,189.71248
4.29607,189.61254
4.27516,190.13247
4.28592,190.61288
4.27803,191.14818
4.2871,190.58415
4.28107,190.57733
4.25785,190.84105
4.27919,189.86407
4.28104,190.74806
4.28769,189.7907
4.28011,189.83698
4.28042,190.38325
4.29578,189.74461
4.26434,191.21119
4.28529,190.55259
4.28355,190.27312
4.2872,190.20779
4.27936,190.64851
4.2713,190.66042
4.27826,190.58438
4.27766,190.75781
4.28177,189.96985
4.29031,189.53903
4.27863,190.62358
4.28177,190.66811
4.27113,190.5272
4.27687,190.89337
4.29516,189.56438
4.28887,190.36274
4.28214,190.29393
4.2782,190.35365
4.28512,190.01999
4.28819,190.13542
4.27899,189.77966
4.26984,190.96143
4.27619,190.50257
4.28581,190.67062
4.27697,190.12095
4.27196,190.72303
4.2774,190.48031
4.27794,190.2144
4.28003,190.27782
4.29154,190.0939
4.27806,190.3124
4.27392,191.22698
4.27934,190.31043
4.28918,190.6739
4.28297,190.41313
4.28236,190.20575
4.28162,191.16115
4.27461,189.99475
4.26655,191.01136
4.26866,190.61944
4.28435,190.22552
4.28036,190.14454
4.26588,190.69006
4.27922,190.61324
4.28433,190.80256
4.27835,191.01011
4.27934,190.49226
4.28087,190.48309
4.27902,191.16208
4.27477,190.68879
4.27156,191.34338
4.28555,191.61716
4.27924,190.33859
4.26661,190.49472
4.28642,190.74282
4.27679,190.76459
4.2684,192.00692
4.27296,190.97991
4.26284,191.65011
4.27635,190.37934
4.28943,190.99622
4.26344,191.63462
4.2673,191.86105
4.27343,191.72468
4.27465,191.93016
4.27433,191.89016
4.27896,191.83176
4.27769,191.37112
4.26538,191.77482
4.27236,191.82491
4.26825,191.08388
4.28048,192.07415
4.28384,192.0733
4.25804,192.50446
4.2508,192.45926
4.26184,193.23894
4.27012,192.15132
4.25156,192.71015
4.26379,192.7141
4.25535,192.70658
4.26412,192.87231
4.25329,192.89289
4.26378,192.27769
4.28286,191.86161
4.27243,192.69828
4.26162,191.33292
4.26032,192.604
4.2739,191.96072
4.26539,192.07593
4.27068,192.06804
4.28236,191.12232
4.27888,191.64138
4.28307,190.96022
4.27358,191.11056
4.27444,190.95947
4.26113,191.7493
4.26723,191.21373
4.26911,191.47851
4.27856,191.25136
4.27441,192.01954
4.26799,191.15756
4.27596,191.00979
4.25193,191.75535
4.26583,192.28343
4.29582,191.21555
4.26929,191.11558
4.26362,190.97603
4.26866,191.57569
4.27938,190.96723
4.27309,191.95994
4.28357,191.07617
4.26319,191.74488
4.2608,191.91092
4.26701,192.1943
4.27981,192.12696
4.25994,191.62312
4.27494,192.05646
4.26491,191.79519
4.27656,191.17006
4.26455,191.70201
4.27598,192.21381
4.27634,191.84099
4.25358,192.75509
4.26261,191.94857
4.2685,192.05724
4.27476,192.10248
4.27373,191.33466
4.27607,191.39165
4.2753,191.35398
4.27627,191.87001
4.25191,193.12617
4.26168,192.26472
4.27338,192.32248
4.27665,191.90364
4.281,191.14242
4.28447,192.26009
4.30073,191.5012
4.30316,191.3607
4.28875,191.25476
4.30906,190.96935
4.3119,190.61244
4.30501,191.28384
4.2938,189.9267
4.29377,190.8906
4.30364,190.61203
4.31367,190.09742
4.30278,190.6107
4.29413,191.06473
4.29773,190.22995
4.30563,190.61101
4.31073,190.83298
4.31643,190.97062
4.31053,190.42029
4.29714,190.58024
4.28691,190.91896
4.30846,190.43636
4.31022,190.52145
4.31171,190.58373
4.30264,189.64214
4.30343,189.77837
4.33405,189.83203
4.31319,189.60952
4.30743,189.17488
4.32118,189.21016
4.30506,190.16396
4.31231,188.87682
4.31391,189.6199
4.31224,189.35957
4.32269,189.93764
4.30691,190.02822
4.30271,189.30817
4.30695,189.85032
4.31594,189.85327
4.32039,189.02372
4.31009,189.81685
4.31082,189.76616
4.31218,189.78238
4.31738,189.54108
4.30913,190.54869
4.30467,190.13558
4.30849,189.93251
4.31166,189.77561
4.30892,189.81863
4.30666,189.79088
4.30812,190.2712
4.3083,189.81871
4.30252,190.2193
4.3028,190.67604
4.31003,189.8067
4.30861,191.13912
4.30279,189.84031
4.30586,189.75592
4.31156,190.71219
4.30798,190.30575
4.30469,190.2322
4.3016,190.73088
4.31125,190.03623
4.31813,190.13966
4.29089,191.49732
4.30829,190.41491
4.30472,189.98165
4.30253,190.02042
4.31058,189.45857
4.30881,189.72392
4.31395,190.17756
4.3009,190.32948
4.31041,189.19463
4.30872,189.57031
4.29734,190.94659
4.30833,189.96725
4.30813,190.2794
4.30146,189.56263
4.32371,188.62662
4.32082,190.27833
4.30183,190.5756
4.29383,190.35624
4.31289,189.98079
4.31138,190.17403
4.31132,190.04815
4.3032,190.71747
4.30342,190.92522
4.29802,190.90476
4.30115,190.1538
4.31046,189.98137
4.30748,189.8142
4.30933,189.85735
4.3076,190.29405
4.29892,190.09429
4.31086,189.97334
4.30965,190.32049
4.30011,190.08723
4.30204,190.38106
4.29288,190.28997
4.30175,190.74904
4.30872,190.09788
4.30637,190.26588
4.31034,190.24651
4.31225,189.77177
4.30944,189.08848
4.31327,189.93185
4.2993,190.97802
4.30793,190.88875
4.30138,191.07063
4.29226,191.20231
4.30126,190.16955
4.31506,190.47318
4.30645,190.6171
4.28717,190.09494
4.32306,190.03357
4.31003,190.81901
4.29771,190.83624
4.30995,190.69957
4.29972,190.231
4.29941,190.07752
4.30514,190.40403
4.29282,191.26779
4.3071,190.28925
4.30063,190.35976
4.28759,190.75455
4.29993,190.32403
4.30264,190.73482
4.30271,191.28216
4.29416,191.65177
4.30796,191.25863
4.30078,190.59996
4.29821,191.44527
4.30311,191.25619
4.28677,191.21103
4.29409,191.40525
4.30321,191.25341
4.30152,190.77259
4.30572,191.14238
4.30517,189.92451
4.29838,191.25627
4.30065,190.08924
4.30993,190.90891
4.29771,190.5245
4.30403,191.04161
4.30715,190.5876
4.29335,190.9097
4.29619,191.65649
4.2973,191.12854
4.2983,191.16987
4.30456,190.24603
4.30179,190.219
4.30979,191.08792
4.2818,190.89541
4.30545,190.46739
4.30142,190.75352
4.29789,190.61233
4.29826,190.49856
4.29355,190.96595
4.29149,191.21101
4.30969,190.33877
4.31613,190.09054
4.29523,190.58586
4.30468,190.64434
4.29935,191.09165
4.3147,190.10619
4.29474,190.32935
4.31721,189.78906
4.30103,190.83267
4.30129,191.22513
4.30134,190.79833
4.30236,190.79989
4.30544,190.22647
4.30861,190.26006
4.30182,190.45851
4.31629,190.24242
4.3011,190.4325
4.31574,189.73186
4.28928,190.42821
4.30054,190.23098
4.31314,190.69366
4.29681,190.78821
4.29787,190.55997
4.29491,190.68513
4.31727,190.13802
4.31121,189.77161
4.3066,189.74225
4.31145,190.22679
4.28995,191.5997
4.29992,191.20463
4.29379,190.94634
4.30143,190.14324
4.31289,190.10637
4.30869,190.01585
4.29184,190.98905
4.31152,190.01256
4.30764,190.32406
4.30535,190.49921
4.30241,191.57195
4.30413,190.62281
4.30186,189.81672
4.31189,189.74184
4.29101,190.6332
4.29425,190.57714
4.31826,189.51734
4.31094,189.953
4.3031,190.28042
4.31377,190.2654
4.2929,190.99953
4.29239,191.53663
4.29487,191.77631
4.30087,190.30827
4.30797,189.7013
