,case,mean,std
1,DOM_CUB_NSLIP_2_SET_1_ANISO_125,0.2170839734995633,0.01212923276639255
2,DOM_CUB_NSLIP_2_SET_1_ANISO_150,0.31489630075856423,0.017526901872551504
3,DOM_CUB_NSLIP_2_SET_1_ANISO_175,0.3725346502565884,0.02092000857617191
4,DOM_CUB_NSLIP_2_SET_1_ANISO_200,0.4056475428204191,0.022966602365414597
5,DOM_CUB_NSLIP_2_SET_1_ANISO_300,0.44280022728156504,0.025657933868603582
6,DOM_CUB_NSLIP_2_SET_1_ANISO_400,0.43909535332050675,0.02581063255338552
7,DOM_CUB_NSLIP_2_SET_2_ANISO_125,0.26769320951314535,0.016819895278520368
8,DOM_CUB_NSLIP_2_SET_2_ANISO_150,0.3563917815761914,0.02125215102500547
9,DOM_CUB_NSLIP_2_SET_2_ANISO_175,0.4016392026146343,0.02350150664344131
10,DOM_CUB_NSLIP_2_SET_2_ANISO_200,0.421220197282019,0.024600164060090135
11,DOM_CUB_NSLIP_2_SET_2_ANISO_300,0.4347250616890742,0.025184597372696203
12,DOM_CUB_NSLIP_2_SET_2_ANISO_400,0.43043513298602043,0.0251926682744749
13,DOM_CUB_NSLIP_2_SET_3_ANISO_125,0.1709604691831274,0.008867523216198383
14,DOM_CUB_NSLIP_2_SET_3_ANISO_150,0.27078454281832387,0.014048197088659389
15,DOM_CUB_NSLIP_2_SET_3_ANISO_175,0.33409994772011914,0.017690897107554938
16,DOM_CUB_NSLIP_2_SET_3_ANISO_200,0.36981881614645246,0.019756797615882078
17,DOM_CUB_NSLIP_2_SET_3_ANISO_300,0.4082465706825067,0.02203756300171731
18,DOM_CUB_NSLIP_2_SET_3_ANISO_400,0.40384217838912834,0.02214436068958574
19,DOM_CUB_NSLIP_2_SET_4_ANISO_125,0.2174236626573171,0.011855063006209532
20,DOM_CUB_NSLIP_2_SET_4_ANISO_150,0.3193769891131472,0.017055503353310086
21,DOM_CUB_NSLIP_2_SET_4_ANISO_175,0.37885862308948853,0.020322854924628552
22,DOM_CUB_NSLIP_2_SET_4_ANISO_200,0.4125337981041933,0.022294227394477655
23,DOM_CUB_NSLIP_2_SET_4_ANISO_300,0.4489846610156475,0.02505906818341783
24,DOM_CUB_NSLIP_2_SET_4_ANISO_400,0.44668786464893667,0.025223818160502242
25,DOM_CUB_NSLIP_2_SET_5_ANISO_125,0.17251975739973585,0.009211440568352753
26,DOM_CUB_NSLIP_2_SET_5_ANISO_150,0.2641497554275881,0.014461987980805214
27,DOM_CUB_NSLIP_2_SET_5_ANISO_175,0.31481912191955086,0.018035733243024935
28,DOM_CUB_NSLIP_2_SET_5_ANISO_200,0.3386169763371379,0.020078626759840616
29,DOM_CUB_NSLIP_2_SET_5_ANISO_300,0.36962949732058814,0.0211545326001856
30,DOM_CUB_NSLIP_2_SET_5_ANISO_400,0.35005692187063603,0.021143625828091938
31,DOM_CUB_NSLIP_4_SET_1_ANISO_125,0.22068912558065173,0.011412750965234378
32,DOM_CUB_NSLIP_4_SET_1_ANISO_150,0.34909665422387465,0.016828455680430877
33,DOM_CUB_NSLIP_4_SET_1_ANISO_175,0.4333181783981181,0.02073958703674542
34,DOM_CUB_NSLIP_4_SET_1_ANISO_200,0.4841747103527494,0.023077306084870335
35,DOM_CUB_NSLIP_4_SET_1_ANISO_300,0.514970452377834,0.02532118662124625
36,DOM_CUB_NSLIP_4_SET_1_ANISO_400,0.5272583664251116,0.025409086092366567
37,DOM_CUB_NSLIP_4_SET_2_ANISO_125,0.22153796112600857,0.011070360691191451
38,DOM_CUB_NSLIP_4_SET_2_ANISO_150,0.37238615371677114,0.018331695612576866
39,DOM_CUB_NSLIP_4_SET_2_ANISO_175,0.4896377857850761,0.02439941477749723
40,DOM_CUB_NSLIP_4_SET_2_ANISO_200,0.5839366160518723,0.03016672123929658
41,DOM_CUB_NSLIP_4_SET_2_ANISO_300,0.6564570735211983,0.03701247845741001
42,DOM_CUB_NSLIP_4_SET_2_ANISO_400,0.6909375697808077,0.0381760811509527
43,DOM_CUB_NSLIP_4_SET_3_ANISO_125,0.2834133622204075,0.015903409584901183
44,DOM_CUB_NSLIP_4_SET_3_ANISO_150,0.4035169291348197,0.02079847228994595
45,DOM_CUB_NSLIP_4_SET_3_ANISO_175,0.486457739554763,0.024245124858130063
46,DOM_CUB_NSLIP_4_SET_3_ANISO_200,0.5484335027777149,0.027354294245380502
47,DOM_CUB_NSLIP_4_SET_3_ANISO_300,0.6004127449411861,0.03261197975423289
48,DOM_CUB_NSLIP_4_SET_3_ANISO_400,0.6241776851590009,0.03302558703166157
49,DOM_CUB_NSLIP_4_SET_4_ANISO_125,0.2258618269570146,0.010990442299373428
50,DOM_CUB_NSLIP_4_SET_4_ANISO_150,0.37621355458711453,0.017743958543191125
51,DOM_CUB_NSLIP_4_SET_4_ANISO_175,0.4913155526815067,0.023648889274958496
52,DOM_CUB_NSLIP_4_SET_4_ANISO_200,0.5794552258443888,0.028794278156634028
53,DOM_CUB_NSLIP_4_SET_4_ANISO_300,0.6761370781952942,0.036297666503544955
54,DOM_CUB_NSLIP_4_SET_4_ANISO_400,0.7218917262483519,0.03840213669796955
55,DOM_CUB_NSLIP_4_SET_5_ANISO_125,0.2272542783951037,0.011260380511043468
56,DOM_CUB_NSLIP_4_SET_5_ANISO_150,0.36460396307651793,0.01755747495131581
57,DOM_CUB_NSLIP_4_SET_5_ANISO_175,0.4539663439965405,0.02214840516317187
58,DOM_CUB_NSLIP_4_SET_5_ANISO_200,0.5077260890452533,0.025552201803319415
59,DOM_CUB_NSLIP_4_SET_5_ANISO_300,0.5488613920817508,0.0295719448423384
60,DOM_CUB_NSLIP_4_SET_5_ANISO_400,0.5569328893033905,0.029492220396463403
61,DOM_CUB_NSLIP_6_SET_1_ANISO_125,0.25892915528789323,0.012373976485676964
62,DOM_CUB_NSLIP_6_SET_1_ANISO_150,0.4382054220692956,0.019864369135180256
63,DOM_CUB_NSLIP_6_SET_1_ANISO_175,0.5843573605889018,0.026093532948614984
64,DOM_CUB_NSLIP_6_SET_1_ANISO_200,0.7072923757362286,0.03188269586315701
65,DOM_CUB_NSLIP_6_SET_1_ANISO_300,0.8931352742911057,0.04400376697878353
66,DOM_CUB_NSLIP_6_SET_1_ANISO_400,0.9868025288370555,0.0461550100044957
67,DOM_CUB_NSLIP_6_SET_2_ANISO_125,0.20793838762722877,0.009619258569569442
68,DOM_CUB_NSLIP_6_SET_2_ANISO_150,0.3432537709894977,0.0153161305715315
69,DOM_CUB_NSLIP_6_SET_2_ANISO_175,0.45959441130236367,0.021851479549348036
70,DOM_CUB_NSLIP_6_SET_2_ANISO_200,0.557052168990188,0.028044898063424632
71,DOM_CUB_NSLIP_6_SET_2_ANISO_300,0.6862913561707347,0.03687325289153721
72,DOM_CUB_NSLIP_6_SET_2_ANISO_400,0.7850692600999548,0.039671515266359834
73,DOM_CUB_NSLIP_6_SET_3_ANISO_125,0.2864133770600642,0.01542864034223196
74,DOM_CUB_NSLIP_6_SET_3_ANISO_150,0.4398554114159188,0.021892701592770982
75,DOM_CUB_NSLIP_6_SET_3_ANISO_175,0.5705756338360248,0.027329452466434454
76,DOM_CUB_NSLIP_6_SET_3_ANISO_200,0.7037712146013011,0.033728255523387034
77,DOM_CUB_NSLIP_6_SET_3_ANISO_300,0.8822073127691619,0.04524073143984165
