,case,mean,std
1,DOM_CUB_NSLIP_2_SET_1_ANISO_125,7.442195319888616,7.027971064624274
2,DOM_CUB_NSLIP_2_SET_1_ANISO_150,8.97595653226231,7.392797841129391
3,DOM_CUB_NSLIP_2_SET_1_ANISO_175,9.799468325422282,7.494545275109352
4,DOM_CUB_NSLIP_2_SET_1_ANISO_200,10.531220912555156,7.7448490513763115
5,DOM_CUB_NSLIP_2_SET_1_ANISO_300,11.02593926105888,7.935649310554346
6,DOM_CUB_NSLIP_2_SET_1_ANISO_400,11.056811707135243,7.950267648859373
7,DOM_CUB_NSLIP_2_SET_2_ANISO_125,8.250137729978015,7.465177212072196
8,DOM_CUB_NSLIP_2_SET_2_ANISO_150,9.462886215499042,7.722463254302658
9,DOM_CUB_NSLIP_2_SET_2_ANISO_175,10.009611718168884,7.826295618844118
10,DOM_CUB_NSLIP_2_SET_2_ANISO_200,10.17224171838891,7.792385561389543
11,DOM_CUB_NSLIP_2_SET_2_ANISO_300,10.241464830559273,7.8386829160912015
12,DOM_CUB_NSLIP_2_SET_2_ANISO_400,10.238736016940221,7.836868425720372
13,DOM_CUB_NSLIP_2_SET_3_ANISO_125,7.149742106032346,7.027735512464199
14,DOM_CUB_NSLIP_2_SET_3_ANISO_150,8.694181177930115,7.31958217886182
15,DOM_CUB_NSLIP_2_SET_3_ANISO_175,9.83946896518437,7.600338413506817
16,DOM_CUB_NSLIP_2_SET_3_ANISO_200,10.428717763209269,7.681909625328878
17,DOM_CUB_NSLIP_2_SET_3_ANISO_300,10.936146800717676,7.7032581790137105
18,DOM_CUB_NSLIP_2_SET_3_ANISO_400,10.958476664270634,7.699042987419024
19,DOM_CUB_NSLIP_2_SET_4_ANISO_125,7.558922987367043,7.066451725458543
20,DOM_CUB_NSLIP_2_SET_4_ANISO_150,8.983948343274882,7.367275512608007
21,DOM_CUB_NSLIP_2_SET_4_ANISO_175,9.954222473887395,7.593424680447004
22,DOM_CUB_NSLIP_2_SET_4_ANISO_200,10.568540302255823,7.750544375256242
23,DOM_CUB_NSLIP_2_SET_4_ANISO_300,10.971165709637292,7.85962278246256
24,DOM_CUB_NSLIP_2_SET_4_ANISO_400,10.994867646686226,7.860012763394192
25,DOM_CUB_NSLIP_2_SET_5_ANISO_125,5.286431709367551,6.250665773651731
26,DOM_CUB_NSLIP_2_SET_5_ANISO_150,7.387914935789032,7.180081215296368
27,DOM_CUB_NSLIP_2_SET_5_ANISO_175,8.027539696712747,7.353392647440408
28,DOM_CUB_NSLIP_2_SET_5_ANISO_200,8.225622900810322,7.424172386634707
29,DOM_CUB_NSLIP_2_SET_5_ANISO_300,9.245403391950338,7.482251303116722
30,DOM_CUB_NSLIP_2_SET_5_ANISO_400,8.328919275045543,7.460604811262749
31,DOM_CUB_NSLIP_4_SET_1_ANISO_125,7.680053301774331,7.085909131851157
32,DOM_CUB_NSLIP_4_SET_1_ANISO_150,9.595956198117232,7.480410709234724
33,DOM_CUB_NSLIP_4_SET_1_ANISO_175,10.97359475594286,7.632719281727357
34,DOM_CUB_NSLIP_4_SET_1_ANISO_200,11.484511972053397,7.688637201389369
35,DOM_CUB_NSLIP_4_SET_1_ANISO_300,12.164974496072984,7.815988431259549
36,DOM_CUB_NSLIP_4_SET_1_ANISO_400,12.13792631377363,7.835454507506107
37,DOM_CUB_NSLIP_4_SET_2_ANISO_125,6.960893454510395,6.7419720467910045
38,DOM_CUB_NSLIP_4_SET_2_ANISO_150,9.652496457458575,7.454449462049881
39,DOM_CUB_NSLIP_4_SET_2_ANISO_175,11.097656849109619,7.662379922608134
40,DOM_CUB_NSLIP_4_SET_2_ANISO_200,11.757837101329788,7.673691522872225
41,DOM_CUB_NSLIP_4_SET_2_ANISO_300,12.45487168837641,7.638119853738559
42,DOM_CUB_NSLIP_4_SET_2_ANISO_400,12.13692535153163,7.6481464754850155
43,DOM_CUB_NSLIP_4_SET_3_ANISO_125,9.233172856030244,7.4409961170121335
44,DOM_CUB_NSLIP_4_SET_3_ANISO_150,11.152941818316174,7.594755454346596
45,DOM_CUB_NSLIP_4_SET_3_ANISO_175,12.249803525077835,7.71184491073627
46,DOM_CUB_NSLIP_4_SET_3_ANISO_200,12.66253444991285,7.637570671756648
47,DOM_CUB_NSLIP_4_SET_3_ANISO_300,13.093008865575163,7.669852737894498
48,DOM_CUB_NSLIP_4_SET_3_ANISO_400,13.152014197000442,7.67642255749917
49,DOM_CUB_NSLIP_4_SET_4_ANISO_125,6.947660234726267,7.000041413818402
50,DOM_CUB_NSLIP_4_SET_4_ANISO_150,9.494013815024504,7.35416594520198
51,DOM_CUB_NSLIP_4_SET_4_ANISO_175,10.867144152346862,7.698690893234934
52,DOM_CUB_NSLIP_4_SET_4_ANISO_200,11.455752136121632,7.780640993382239
53,DOM_CUB_NSLIP_4_SET_4_ANISO_300,12.859287132442983,7.812133072070331
54,DOM_CUB_NSLIP_4_SET_4_ANISO_400,12.42698963039202,7.804540972009644
55,DOM_CUB_NSLIP_4_SET_5_ANISO_125,6.890317418273864,6.6556296538453115
56,DOM_CUB_NSLIP_4_SET_5_ANISO_150,9.456373589386722,7.412625934068763
57,DOM_CUB_NSLIP_4_SET_5_ANISO_175,10.672140708273284,7.797530653357715
58,DOM_CUB_NSLIP_4_SET_5_ANISO_200,11.030517205607486,7.82471239956553
59,DOM_CUB_NSLIP_4_SET_5_ANISO_300,12.069364690674874,7.89223255072265
60,DOM_CUB_NSLIP_4_SET_5_ANISO_400,11.325113937943431,7.7527919167029165
61,DOM_CUB_NSLIP_6_SET_1_ANISO_125,7.278095460212933,6.810914941184196
62,DOM_CUB_NSLIP_6_SET_1_ANISO_150,10.293937627684247,7.503545886248027
63,DOM_CUB_NSLIP_6_SET_1_ANISO_175,12.074085862963857,7.771767276176266
64,DOM_CUB_NSLIP_6_SET_1_ANISO_200,12.950299609410985,7.813140717487949
65,DOM_CUB_NSLIP_6_SET_1_ANISO_300,14.05503495745998,7.649575116524556
66,DOM_CUB_NSLIP_6_SET_1_ANISO_400,14.161029598388689,7.684077851311171
67,DOM_CUB_NSLIP_6_SET_2_ANISO_125,7.772321908375123,7.236568193725728
68,DOM_CUB_NSLIP_6_SET_2_ANISO_150,10.216910306962205,7.537774182339539
69,DOM_CUB_NSLIP_6_SET_2_ANISO_175,11.853247855415788,7.643698109977585
70,DOM_CUB_NSLIP_6_SET_2_ANISO_200,12.706150119095826,7.726619952761972
71,DOM_CUB_NSLIP_6_SET_2_ANISO_300,14.061395194807947,7.912067606467172
72,DOM_CUB_NSLIP_6_SET_2_ANISO_400,14.620711268936228,7.870004059105449
73,DOM_CUB_NSLIP_6_SET_3_ANISO_125,8.812333793386982,7.282017799815345
74,DOM_CUB_NSLIP_6_SET_3_ANISO_150,11.100593025655746,7.627830637606253
75,DOM_CUB_NSLIP_6_SET_3_ANISO_175,12.215025990776347,7.536309493950628
76,DOM_CUB_NSLIP_6_SET_3_ANISO_200,13.078491262715872,7.523859425659251
77,DOM_CUB_NSLIP_6_SET_3_ANISO_300,14.273217666365388,7.691183377528334
78,DOM_CUB_NSLIP_6_SET_3_ANISO_400,14.298824800242992,7.63796248812352
79,DOM_CUB_NSLIP_6_SET_4_ANISO_125,7.839740068083228,7.129194044365164
80,DOM_CUB_NSLIP_6_SET_4_ANISO_150,10.394486401936616,7.531425141100697
81,DOM_CUB_NSLIP_6_SET_4_ANISO_175,11.772656243521553,7.538725292551199
82,DOM_CUB_NSLIP_6_SET_4_ANISO_200,12.347553961238818,7.48238121256856
83,DOM_CUB_NSLIP_6_SET_4_ANISO_300,13.052040418130943,7.580709167369984
84,DOM_CUB_NSLIP_6_SET_4_ANISO_400,13.128191928580321,7.573424785906818
85,DOM_CUB_NSLIP_6_SET_5_ANISO_125,7.278095460213103,6.810914941189278
86,DOM_CUB_NSLIP_6_SET_5_ANISO_150,10.293937627680732,7.503545886245911
87,DOM_CUB_NSLIP_6_SET_5_ANISO_175,12.07408586296156,7.7717672761727785
88,DOM_CUB_NSLIP_6_SET_5_ANISO_200,12.952083052802688,7.8164887638486515
89,DOM_CUB_NSLIP_6_SET_5_ANISO_300,14.055034957459982,7.649575116524556
90,DOM_CUB_NSLIP_6_SET_5_ANISO_400,12.640788639155573,7.494350377682
